GCAS,Total_MSU_Forecast,Avg_MSU_Forecast,Forecast_Periods,Product_Description,Subsector_Name,Total_IT_Forecast,Avg_IT_Forecast,Total_CS_Forecast,Avg_CS_Forecast
80796246,5437.828,57.2402947,95,iO RB CWF-4 KR FFS Brush Set,Oral Care,27189.2,286.2021053,4531.3,47.6978947
80794219,5436.569,543.6569,10,GIL SKINTECH MNL CRT 4 4X6X12,Shave Care,20384.7,2038.47,283.0,28.3
80826680,5400.266,192.8666429,28,H&S CN 850MLX6 DEEPCLEAN HYPE KR,Hair Care,16333.7,583.3464286,2722.1,97.2178571
80743438,5377.5,59.0934066,91,BRAUN SHAVER 72-N1200s  BLK  BOX KR,Appliances,5377.2,59.0901099,1792.1,19.6934066
80709750,5360.252,55.8359583,96,VS CFG OLAYSBERRY 4CT 4X10X4,Shave Care,20096.9,209.3427083,503.0,5.2395833
80863251,5332.701,64.2494096,83,699 Gillette Labs Razor 6UP 1x6x4,Shave Care,11426.2,137.6650602,476.7,5.7433735
80735554,5284.236,1321.059,4,SK-II BEAUTY TRAVEL KIT NON HN SPA,Skin Care,13096.0,3274.0,545.7,136.425
80746632,5244.419,54.6293646,96,FBRZ TLT (6.3MLX3)X6 LAV BP.CP,Home Care,30523.1,317.9489583,5087.0,52.9895833
80811864,5234.902,290.8278889,18,DOWNY LAU LIQ 2.7LX4 BTL GRN IDD CP1 KR,Fabric Care,12602.7,700.15,3150.5,175.0277778
82307996,5206.111,67.6118312,77,OB ULTRATHIN PRO DEEP CLEAN 4X12X2 KR NL,Oral Care,46818.5,608.0324675,1951.2,25.3402597
82244731,5205.994,67.6103117,77,OB ULTRATHIN PRO DEEP CLEAN 4X12 KR,Oral Care,46815.8,607.9974026,3901.3,50.6662338
82252457,5205.987,67.6102208,77,OB ULTRATHIN PRO DEEP CLEAN 4X12 KR,Oral Care,46815.6,607.9948052,3901.3,50.6662338
80856259,5183.998,63.2194878,82,GIL PG ULTRA PWR 8UP 1x12x2 KR ECOM,Shave Care,8641.4,105.3829268,359.1,4.3792683
80745842,5123.659,197.0638077,26,FEBREZE FR 370MLX12 KR MEN BTL BB,Home Care,110782.2,4260.8538462,9231.9,355.0730769
80832707,5058.339,281.0188333,18,DOWNY LAU LIQ 3.2LX4 CRG BLUE J2 KR,Fabric Care,10275.0,570.8333333,2568.8,142.7111111
80831276,4974.965,4974.965,1,DOWNY LFE 2.6LX6 RFL IDD GRE R3 KR,Fabric Care,12934.9,12934.9,2155.8,2155.8
80875319,4971.803,92.0704259,54,SK2 HR FT CL 30ML AUT JP,Skin Care,352610.2,6529.8185185,1468.6,27.1962963
80709751,4911.263,51.1589896,96,VS COMFORT GLD WITH OLAYSBERRY 2UP 1X3X4,Shave Care,18415.2,191.825,1534.6,15.9854167
80770357,4899.368,52.6813763,93,SKINTECH PWR RZR FLE ALOE 1UP 1X6X6 NF,Shave Care,24497.0,263.4086022,680.6,7.3182796
80871959,4865.787,103.527383,47,LENOR HPN GRN 205GX6 MUSK BTL KR,Fabric Care,108288.9,2304.0191489,18048.2,384.0042553
80871960,4865.787,103.527383,47,LENOR HPN GRN 205GX6 BB BTL KR,Fabric Care,108288.9,2304.0191489,18048.2,384.0042553
80769246,4865.686,50.6842292,96,M3T CRT 8 MLNGS 8X6X6,Shave Care,10948.6,114.0479167,303.4,3.1604167
80877860,4808.556,60.10695,80,D103.413.3K KR Blue HBOX PTHB SPIDERMN,Oral Care,9616.9,120.21125,1602.8,20.035
80744460,4798.964,51.0528085,94,OB CROSS 35 SFT BCD KR (1X12X8)X1 ECOM,Oral Care,1797.9,19.1265957,1797.9,19.1265957
82327900,4791.799,49.9145729,96,FBRZ CARVCLIP (2.2MLX2)X6 DOWNY REG KR,Home Care,38334.2,399.3145833,6388.5,66.546875
80841657,4736.035,94.7207,50,DOWNY LFE 200mlX48 RFL IDD gre H1 KR,Fabric Care,160080.7,3201.614,3335.4,66.708
80839410,4726.772,75.028127,63,OB ESS F Wax 50m x 4P,Oral Care,21253.8,337.3619048,886.3,14.068254
80842285,4703.482,142.5297576,33,SK2 HR FT ESS 330ML SLV JP VC,Skin Care,11800.0,357.5757576,492.0,14.9090909
80746680,4672.55,48.6723958,96,FBRZ TLT (6.3MLX3)X6 RF SOAP BP,Home Care,27195.0,283.28125,4532.6,47.2145833
80860062,4665.052,79.068678,59,OB INTERDENTAL BCD SZ1 20X6X8 KR,Oral Care,63041.3,1068.4966102,1313.4,22.2610169
80788291,4610.004,59.8701818,77,OB iO3 Grey HD + iO RB SW-2 set,Oral Care,7682.7,99.7753247,959.8,12.4649351
81766143,4574.486,83.1724727,55,BRAUN SHAVER M1012 BLK BOX KR,Appliances,4574.4,83.1709091,381.1,6.9290909
80832700,4570.526,253.9181111,18,DOWNY LAU LIQ 3.2LX4 CRG LAV J2 KR,Fabric Care,9284.1,515.7833333,2321.0,128.9444444
80811857,4546.257,252.5698333,18,DOWNY LAU LIQ 2.0LX6 BTL BLUE J1 KR,Fabric Care,14775.1,820.8388889,2462.6,136.8111111
82252458,4514.981,55.0607439,82,OB ULTRATHIN PRO DEEP CLEAN 4X12 KR,Oral Care,40601.8,495.1439024,3383.7,41.2646341
80872044,4500.002,125.0000556,36,DOWNY FBEN HP GRN 950GX6 PUR CTRG P2 KR,Fabric Care,21613.9,600.3861111,3602.4,100.0666667
80746671,4487.509,46.7448854,96,FBRZ MTS (6.3MLX2)X6 CT&BJAS BP,Home Care,39175.3,408.0760417,6529.2,68.0125
80828636,4471.216,372.6013333,12,FUSION PROGLIDE POWER CRT 4 4X6X12,Shave Care,16765.0,1397.0833333,232.7,19.3916667
80826682,4454.344,164.9757037,27,H&S CN 850MLX6 APPLE HYPE KR,Hair Care,13472.4,498.9777778,2245.0,83.1481481
80843938,4413.033,47.4519677,93,FBRZ CAR(L&S2CT+DWN2CT)X6 CP ZIS PANTHER,Home Care,17651.8,189.8043011,2942.6,31.6408602
82251430,4404.931,53.7186707,82,OB PROHLTH CLN 3D WHITE(3+1P)X12X4 EM KR,Oral Care,39614.0,483.097561,826.0,10.0731707
80867273,4400.001,61.111125,72,BRAUN SHAVER 9660ccps BLK BOX KR,Appliances,4399.1,61.0986111,1466.7,20.3708333
80874043,4357.985,50.0917816,87,BRAUN Shaver 52-B1200s+CC (eTraders DG),Appliances,3962.3,45.5436782,661.8,7.6068966
80809384,4337.987,49.8619195,87,BRAUN SHAVER 9685cc GREY BOX KR,Appliances,4337.0,49.8505747,1445.3,16.6126437
80843937,4326.701,47.5461648,91,FBRZ CAR(L&S2CT+LV2CT)X6 CP ZIS PANTHER,Home Care,17306.7,190.1835165,2884.2,31.6945055
80776646,4306.216,82.8118462,52,SK2 AA SP RE-NEW CREAM 50G KR,Skin Care,12920.0,248.4615385,268.8,5.1692308
80734093,4292.172,44.710125,96,EB10S 4K APAC FFS Brush Set FROZEN,Oral Care,21461.1,223.553125,1788.3,18.628125
80831267,4253.218,708.8696667,6,DOWNY LFE 1.6LX6 RFL WT&L P2 KR,Fabric Care,17970.0,2995.0,2994.9,499.15
80737236,4248.41,1416.1366667,3,SK2 SKINPWR CREAM DUO SET NON HN CPL SPA,Skin Care,3983.1,1327.7,199.1,66.3666667
80831273,4213.993,702.3321667,6,DOWNY LFE 1.6LX6 RFL LG&L P2 KR,Fabric Care,17804.3,2967.3833333,2967.4,494.5666667
80777258,4188.114,67.5502258,62,OB Ess F 50 m Mnt BCd MLngS,Oral Care,75325.7,1214.9306452,3137.6,50.6064516
80854626,4176.235,43.9603684,95,DOWNY LFE (4LX2)X1 BTL IDD green KR H1,Fabric Care,3529.2,37.1494737,3529.2,37.1494737
80746804,4120.66,45.281978,91,BRAUN SHAVER 52-B1200s  BLU  BOX KR,Appliances,4120.4,45.2791209,1372.7,15.0846154
80856641,4116.022,114.3339444,36,SK2 MIX PITERA DELUXE SET VC CN,Skin Care,10669.0,296.3611111,889.1,24.6972222
80746636,4090.669,42.6111354,96,FBRZ TLT (6.3MLX2)x6 DOWNY BP,Home Care,35710.3,371.9822917,5951.4,61.99375
80846741,4071.641,81.43282,50,HS SHM 470MLX12 PRO OIL HYDROS LVG KR,Hair Care,22272.9,445.458,1856.8,37.136
80724038,4052.318,43.5733118,93,OB STG3 AVENGERS IRON MAN 1CT KR,Oral Care,145767.0,1567.3870968,1518.4,16.3268817
80691987,4035.301,43.3903333,93,G FUSION 195G ULTRA PROTECTION 1X6,Shave Care,75497.2,811.7978495,12582.9,135.3
80811897,4009.708,222.7615556,18,DOWNY LAU LIQ 2.0LX6 BTL LAV J1 KR,Fabric Care,13031.3,723.9611111,2171.9,120.6611111
80780534,4003.51,121.3184848,33,OB INTERDENTAL BCD SZ1 10X6X8 KR,Oral Care,108203.2,3278.8848485,2254.3,68.3121212
80746634,3995.104,41.6156667,96,FBRZ TLT 6.3MLX6 DOWNY BP,Home Care,69763.4,726.7020833,11626.9,121.1135417
80809382,3990.005,45.8621264,87,BRAUN SHAVER 9690cc BLK BOX KR,Appliances,3991.1,45.8747126,1329.3,15.2793103
80823702,3978.451,41.4421979,96,OB EMKB LITE SOFT 10CT 10X10 KR,Oral Care,14311.1,149.0739583,1430.8,14.9041667
81727166,3976.205,41.4188021,96,BRAUN MALHRREMKP 70S SILV BLISTER MN1,Appliances,39762.2,414.1895833,123.5,1.2864583
80842226,3943.224,281.6588571,14,OB ULTRATHIN PRO DEEP CLEAN 4X12X2 KR,Oral Care,35460.6,2532.9,1477.5,105.5357143
80724042,3912.134,42.065957,93,ORALB XA PROEX STGS FROZEN2 1CT KR RE,Oral Care,140723.8,1513.1591398,1465.7,15.7602151
80860047,3898.111,105.3543514,37,OB ESS F WXD 50 M MNT BCD 3CT KR,Oral Care,23384.3,632.0081081,584.8,15.8054054
80839599,3864.145,138.0051786,28,OB CX XEROX Stain Devil 3p (3x12x2) KR,Oral Care,46332.9,1654.7464286,1930.4,68.9428571
82255800,3833.991,46.7559878,82,OB ULTRATHIN GREEN TEA 4X12 KR,Oral Care,34477.6,420.4585366,2873.3,35.0402439
80843088,3816.43,41.0368817,93,FBRZ CAR (2.2MLX3)X8 LAVBQ PANTHER,Home Care,20354.3,218.8634409,2544.4,27.3591398
80857040,3815.345,54.5049286,70,699 Gillette Labs Razor 2UP 1x6x4,Shave Care,19076.6,272.5228571,795.2,11.36
80848509,3788.399,90.1999762,42,SK2 MX BESTSELLER TRIAL KIT SPR TR JP,Skin Care,41814.8,995.5904762,1742.5,41.4880952
82327316,3780.927,39.7992316,95,OB RH SUPERTHIN 8X6X4 KR,Oral Care,17015.9,179.1147368,709.6,7.4694737
80843281,3722.594,372.2594,10,DOWNY FBEN HP GRN 480GX6 CHR BTL P1 KR,Fabric Care,35385.9,3538.59,5897.8,589.78
80840163,3675.293,66.8235091,55,SK2 MN FT ESS 230ML HA,Skin Care,13229.9,240.5436364,551.4,10.0254545
80844858,3635.403,191.337,19,DOWNY LFE 200mlX48 RFL MUSK M3 KR,Fabric Care,122878.6,6467.2947368,2560.0,134.7368421
80763667,3599.984,79.9996444,45,H&S SH 1200MLX6 SCALP CTRL DIT CP KR,Hair Care,7712.6,171.3911111,1285.8,28.5733333
80794395,3566.585,58.4686066,61,FEBREZE FR 900MLX6 DWNY MYS BTL NJ,Home Care,31703.0,519.7213115,5284.4,86.6295082
80746675,3543.891,70.87782,50,FBRZ TLT (6.3MLX2)X6 A.FLWR BP,Home Care,30937.7,618.754,5156.0,103.12
80840583,3542.532,253.038,14,GIL PS YELLOW 16CT 16X12X2 KR ECOM,Shave Care,3320.7,237.1928571,138.2,9.8714286
80832702,3540.066,196.6703333,18,DOWNY LAU LIQ 1.4LX10 CRG IDD J2 KR,Fabric Care,16436.2,913.1222222,1643.7,91.3166667
81686049,3533.346,36.8056875,96,BRAUN MALHRREMKP 21B BLK BLISTER MN1,Appliances,35333.7,368.059375,110.1,1.146875
80840586,3531.692,43.0694146,82,GIL PG PWR 11BGR 1X12X2 KRCP (12UP),Shave Care,4074.0,49.6829268,169.9,2.0719512
80743573,3520.33,70.4066,50,H&S SHM 300MLX6 OIL CTRL HYDROS KR,Hair Care,30169.9,603.398,5028.4,100.568
82252453,3492.266,45.3541039,77,OB ULTRATHIN PRO GUM CARE 4X12 KR,Oral Care,31404.7,407.8532468,2618.9,34.0116883
82292231,3492.265,45.3540909,77,OB ULTRATHIN PRO GUM CARE 4X12X2 KR,Oral Care,31404.6,407.8519481,1309.2,17.0025974
80698288,3492.253,45.3539351,77,OB ULTRATHIN PRO GUM CARE 4X12X2 KR,Oral Care,31404.7,407.8532468,1309.2,17.0025974
80886836,3490.004,55.3968889,63,FBRZ FR (360MLX3) MEN COOLAQ BB CP BD RS,Home Care,25851.3,410.3380952,25851.3,410.3380952
80860061,3485.258,105.6138788,33,OB ESS F 50 M REG MBOX MLNGS 1X6X4,Oral Care,62684.5,1899.530303,2612.2,79.1575758
80808090,3468.523,77.0782889,45,SK2 BR GIE DUO BR25 TR ASIA,Skin Care,28712.9,638.0644444,1196.4,26.5866667
80862841,3460.678,69.21356,50,H&S SHM Oil Control 300MLx2 + CM 80ML OY,Hair Care,14830.2,296.604,1236.3,24.726
80757885,3436.63,36.9530108,93,610 FIG CARTS 3CT KR 3X10X4(CM),Shave Care,17183.7,184.7709677,429.7,4.6204301
80371677,3430.525,36.8873656,93,EB50BRX 2 KR FFS Brush Set,Oral Care,34306.1,368.8827957,1429.4,15.3698925
80709551,3420.205,72.7703191,47,601 Gillette Labs Razor 5UP Case 1x6x4,Shave Care,8550.9,181.9340426,356.2,7.5787234
80829296,3405.151,72.4500213,47,FEBREZE FR 320MLX12 MEN FRESHCLN RF IVE,Home Care,85129.3,1811.2617021,7094.1,150.9382979
80724034,3399.923,36.1693936,94,ORAL-B STAGES 1 (TWIN)(2X6X12) KR,Oral Care,61149.9,650.5308511,849.1,9.0329787
80794400,3389.188,55.560459,61,FEBREZE FR 370MLX12 DWNY CIT BTL NJ,Home Care,73279.9,1201.3098361,6107.2,100.1180328
80743442,3345.254,36.761033,91,BRAUN SHAVER 72-C1200s  GOLD  BOX KR,Appliances,3346.1,36.7703297,1115.4,12.2571429
80765676,3345.207,34.8459062,96,FEBREZE FR 320MLX12 BTL ALTO CLEANCTSOAP,Home Care,83631.7,871.1635417,6968.7,72.590625
81747656,3285.66,34.225625,96,BRAUN MALHRREMKP 94M SILV BLISTER MN1,Appliances,32856.6,342.25625,102.6,1.06875
80845598,3242.278,62.3515,52,SK2 HR FLE 100ML JP VC,Skin Care,26840.1,516.1557692,559.0,10.75
80828632,3237.033,37.6399186,86,FUSION PROSHIELD CHILL CRT 8 8X6X12,Shave Care,6069.2,70.572093,85.2,0.9906977
80843083,3236.027,34.7959892,93,FBRZ CAR (2.2MLX3)X8 DOWNY PANTHER,Home Care,17259.0,185.5806452,2157.4,23.1978495
80745905,3223.303,46.0471857,70,FBRZ CARVCLIP 2.2MLX6 TOBACCO CLM KR,Home Care,51573.0,736.7571429,8595.7,122.7957143
80709740,3216.879,34.5900968,93,VENUS EXTRA SMOOTH 2UP 1X4X4,Shave Care,12061.4,129.6924731,754.0,8.1075269
80746667,3214.468,33.4840417,96,FBRZ MTS 6.3MLX6 CT&BJAS BP,Home Care,56131.7,584.7052083,9355.3,97.4510417
80815701,3203.945,84.3143421,38,SK2 HR FT ESS 330ML CN VC,Skin Care,8037.9,211.5236842,335.0,8.8157895
80864523,3200.0,640.0,5,699 Gil Labs Razor 7UP 1X12 KR Costco,Shave Care,6000.3,1200.06,500.0,100.0
80867526,3194.698,55.081,58,SK2 BR GCC RS CRM 50G BR25 JP,Skin Care,23000.3,396.5568966,320.0,5.5172414
80875718,3188.924,36.6542989,87,699 Gillette Labs Razor 2UP 1x6x4 (DE),Shave Care,15944.7,183.2724138,664.4,7.6367816
80868093,3182.547,50.516619,63,MOC EXPERT9000 6X24 KR CP EM,Oral Care,19079.3,302.8460317,795.6,12.6285714
80840574,3166.642,85.5849189,37,GIL PS YELLOW 16CT 16x12x2 KRCP,Shave Care,2967.9,80.2135135,123.6,3.3405405
80826676,3139.002,3139.002,1,H&S SH 1200MLX6 APPLE HYPE CP KR,Hair Care,6725.2,6725.2,1120.9,1120.9
80690556,3136.508,32.6719583,96,BRAUN MALHRREMKP 0-CC BLK BOX KR,Appliances,31364.9,326.7177083,10456.3,108.9197917
80719112,3109.783,56.5415091,55,BRAUN SHAVER 9560cc  BLK  BOX KR,Appliances,3110.1,56.5472727,1036.6,18.8472727
82293523,3107.81,221.9864286,14,OB PROHLTH CLNCL AD38S(3CT+1FREE)X12X2,Oral Care,27973.1,1998.0785714,1165.6,83.2571429
80794404,3089.754,50.6517049,61,FEBREZE FR 320MLX12 DWNY MYS RF NJ,Home Care,77244.4,1266.3016393,6436.6,105.5180328
80872938,3083.577,55.063875,56,SK2 MN FT ESS 230ML HA,Skin Care,11100.3,198.2196429,462.1,8.2517857
80851266,3074.893,85.4136944,36,SK2 MX FTE & SP AIRY RNW CRM SET TR HN,Skin Care,3791.4,105.3166667,316.2,8.7833333
80371329,3059.778,305.9778,10,D100.413.2 KR CRX BK HBOX PTHBR,Oral Care,6119.6,611.96,1019.9,101.99
80791888,3048.161,31.7516771,96,D100K SPIDERMAN (D100K+EB10S-2)X15 ET,Oral Care,5079.6,52.9125,339.1,3.5322917
80867522,3028.018,52.2072069,58,SK2 BR GCC BG CRM 50G BR25 JP,Skin Care,21800.3,375.8672414,303.5,5.2327586
82327236,3016.128,31.418,96,FBRZ CARPRCLP FRST CON SK 7MLX6 REG KR,Home Care,24129.5,251.3489583,4021.9,41.8947917
80878109,3013.925,57.9600962,52,SK2 HR FT ESS 160ML PP VC JP,Skin Care,15600.0,300.0,557.2,10.7153846
80756558,3009.885,79.2075,38,OB EMKB LITE SOFT 12CT 12X16 KR,Oral Care,9022.4,237.4315789,563.9,14.8394737
80851740,2999.998,142.8570476,21,Braun Shaver 73-G82010cc Grey KR,Appliances,3000.2,142.8666667,1000.3,47.6333333
80882825,2974.412,185.90075,16,Gil PS Pwr 12UP+PG Gel 170G 1x6 KCP,Shave Care,3261.2,203.825,543.4,33.9625
80828639,2954.5,492.4166667,6,FUSION POWER CRT 4 4X6X12,Shave Care,11078.0,1846.3333333,153.9,25.65
80745906,2945.453,30.6818021,96,FBRZ CARVCLIP(2.2MLX2)X6 TOBACCO CLM KR,Home Care,23563.8,245.45625,3927.8,40.9145833
82298306,2895.166,30.4754316,95,OB SUPER 50CT STRAND 50X6X4,Oral Care,105662.6,1112.2378947,4402.9,46.3463158
80860054,2894.844,87.7225455,33,Oral B Glide 3DW 35M 1x6x8 KR,Oral Care,74226.7,2249.2939394,1546.6,46.8666667
82289714,2876.284,30.2766737,95,OB INTERDENTAL BCD SZ1 20X6X8 KR,Oral Care,38868.5,409.1421053,809.7,8.5231579
80794408,2868.928,47.0316066,61,FBRZ FRPLUS(370MLX3) DWNY MYS BTL NJ CPB,Home Care,20669.6,338.8459016,20669.6,338.8459016
80772634,2859.957,357.494625,8,FUS PROSHIELD PWR RZR TMR FLEX 1X6X6,Shave Care,14299.8,1787.475,397.1,49.6375
80818378,2846.038,50.8221071,56,SK2 BR GUV CRM 30G BR25 JP,Skin Care,34166.0,610.1071429,285.0,5.0892857
80777745,2794.955,66.5465476,42,SK2 AA SP RE-NEW AIRY CRM 80G CN,Skin Care,5240.7,124.7785714,145.8,3.4714286
80692352,2768.326,29.7669462,93,TGS GEL SHVP 195G MST 1CSX6IT,Shave Care,53118.1,571.1623656,8853.0,95.1935484
80794294,2755.938,918.646,3,GIL (PSY 16CRT+TGS195G+HYDRA70G)X12CP,Shave Care,2460.0,820.0,205.0,68.3333333
80843091,2752.988,59.8475652,46,FBRZ CAR (2.2MLX2)X6 DWNY CLNCOT PANTHER,Home Care,22023.3,478.7673913,3670.8,79.8
80843085,2752.988,59.8475652,46,FBRZ CAR (2.2MLX2)X6 DWNY CIT PANTHER,Home Care,22023.3,478.7673913,3670.8,79.8
80773453,2742.809,58.3576383,47,601 Gillette Labs Razor 5UP 1x6x4,Shave Care,6856.7,145.887234,286.3,6.0914894
80774821,2736.046,91.2015333,30,SK2 Facial Treatment Ess 230ML Duo Set C,Skin Care,4924.4,164.1466667,410.2,13.6733333
80879723,2729.0,682.25,4,SK2 FT ESSENCE DUO SET SAKURA LE JP,Skin Care,4911.8,1227.95,409.3,102.325
80842449,2699.927,1349.9635,2,DOWNY LFE 4LX3 BTL IDD green KR shp,Fabric Care,4563.0,2281.5,1521.0,760.5
80737235,2693.07,897.69,3,SK2 SKINPWR AIRY CREAM DUO NN HN CPL SPA,Skin Care,2524.9,841.6333333,126.3,42.1
80851727,2685.998,167.874875,16,Braun Shaver 53-B10000s Blue KR,Appliances,2686.1,167.88125,895.3,55.95625
80862830,2663.65,27.7463542,96,BRAUN SHAVER 9667cc+ PC bundle,Appliances,2422.8,25.2375,605.8,6.3104167
80724035,2659.291,28.5945269,93,OB STGS DSNYBABY 4 24M XS BCD KR RE,Oral Care,95658.0,1028.5806452,996.9,10.7193548
80831280,2649.737,529.9474,5,DOWNY LFE 1.6LX6 RFL MB P2 KR,Fabric Care,11195.2,2239.04,1865.8,373.16
82333447,2643.376,188.8125714,14,ORALB MOC HYGEIA IND BCD XS 12PX4KR CP,Oral Care,7923.7,565.9785714,1980.8,141.4857143
80742743,2625.69,525.138,5,ORALB ESS F 4P GLIDE DEEP CLEAN 1P CP,Oral Care,9841.6,1968.32,492.0,98.4
80748971,2612.339,27.4983053,95,ORAL-B XA PROEX STGS FROZEN TWIN 2X12X4,Oral Care,46985.2,494.5810526,978.8,10.3031579
80791887,2605.746,27.1431875,96,D100K FROZEN (D100K+EB10S-2)X15 ET,Oral Care,4343.2,45.2416667,289.4,3.0145833
80838169,2594.832,45.5233684,57,FUSION PROGLIDE POWER CRT 8 8X6X12,Shave Care,4865.0,85.3508772,67.8,1.1894737
80709549,2580.434,430.0723333,6,601 Gillette Labs Razor 3UP Case 1x6x4,Shave Care,9675.4,1612.5666667,403.2,67.2
80833696,2578.117,51.56234,50,FEBREZE FR 370MLX12 REFSC BTL ABMQ,Home Care,55743.4,1114.868,4645.3,92.906
80784032,2573.002,28.2747473,91,BRAUN SHAVER 9450cc BLK BOX KR,Appliances,2574.0,28.2857143,858.7,9.4362637
80784031,2573.002,28.2747473,91,BRAUN SHAVER 9457cc BLK BOX KR,Appliances,2574.0,28.2857143,858.7,9.4362637
80746806,2566.748,28.206022,91,BRAUN SHAVER 52-A1200s  LGHTBLU  BOX KR,Appliances,2568.1,28.2208791,855.7,9.4032967
80831292,2554.216,2554.216,1,DOWNY LFE 1LX12 SBTL IDD gre R3 KR,Fabric Care,17267.0,17267.0,1438.9,1438.9
80825355,2515.841,132.4126842,19,DOWNY LFE 200mlX48 RFL MYS M2 KR,Fabric Care,85036.7,4475.6157895,1771.6,93.2421053
80825356,2514.002,157.125125,16,DOWNY LFE 200mlX48 RFL CP M2 KR,Fabric Care,84974.2,5310.8875,1770.0,110.625
80690462,2511.97,100.4788,25,GIL SKINTECH FLEX RAZOR 1UP 1X6X6,Shave Care,12559.3,502.372,348.4,13.936
80871150,2503.073,69.5298056,36,SK2 AA SP RE-NEW CREAM 50G KR CMTZ,Skin Care,7510.0,208.6111111,156.3,4.3416667
80796957,2500.484,625.121,4,Pro1 Dual (BK+WT DUAL HANDLE)X8 Costco,Oral Care,2500.4,625.1,312.6,78.15
80878113,2492.213,59.3384048,42,SK2 HR FT ESS 250ML VC CN,Skin Care,8255.4,196.5571429,257.7,6.1357143
80724041,2476.194,26.6257419,93,ORALB STG3 FROZEN2 (TWIN) (2X6X12) KR RE,Oral Care,44535.6,478.8774194,618.8,6.6537634
80775673,2451.514,26.3603656,93,EB60X 2 KR FFS Brush Set,Oral Care,24515.3,263.6053763,1021.8,10.9870968
80796721,2451.424,26.3593978,93,OB Glide DP CL Floss Pick Mint 30x6x8 KR,Oral Care,146791.8,1578.4064516,3058.5,32.8870968
80845468,2440.122,64.2137368,38,SK2 HR FT ESS 160ML JP PP VC,Skin Care,12630.2,332.3736842,394.5,10.3815789
80809385,2431.987,26.7251319,91,BRAUN SHAVER 9610s BLK BOX KR,Appliances,2431.4,26.7186813,810.1,8.9021978
80776645,2406.254,57.2917619,42,SK2 AA SP RE-NEW CREAM 100G CN,Skin Care,3608.8,85.9238095,100.1,2.3833333
80807716,2397.26,25.7769892,93,iOM10.44.2AD CB KR iBOX PTHBR,Oral Care,4794.2,51.5505376,1598.3,17.1860215
80765677,2367.783,24.6644062,96,FEBREZE FR 320MLX12 BTL ALTO WHITE MUSK,Home Care,59196.5,616.6302083,4933.0,51.3854167
80774143,2362.089,168.7206429,14,DOWNY LAU LIQ 2.7LX4 BTL PK IDD CP KR,Fabric Care,5686.6,406.1857143,1421.3,101.5214286
80832705,2354.602,168.1858571,14,DOWNY LAU LIQ 3.2LX4 CRG perfect J2 KR,Fabric Care,4782.8,341.6285714,1195.7,85.4071429
80812115,2353.862,52.3080444,45,SK2 BR GCC RS CRM 30G BR25 JP,Skin Care,28257.7,627.9488889,236.0,5.2444444
80831335,2345.915,24.4366146,96,MACH3 RAZOR 5UP 1X6X4,Shave Care,6397.0,66.6354167,267.7,2.7885417
80851733,2337.998,146.124875,16,Braun Shaver 73-N80000s Black KR,Appliances,2338.0,146.125,779.5,48.71875
80860049,2322.289,70.3723939,33,OB ESS F Wax 50m x 4P,Oral Care,10442.2,316.430303,435.8,13.2060606
82247401,2320.705,51.5712222,45,SK2 MN MSTR CLEANSER 120G HA,Skin Care,41147.4,914.3866667,857.0,19.0444444
80776642,2317.372,52.6675455,44,SK2 AA SP RE-NEW CREAM 80G CN,Skin Care,4345.5,98.7613636,120.9,2.7477273
80826683,2307.569,384.5948333,6,H&S SH 850MLX6 APPLE HYPE KR,Hair Care,6979.5,1163.25,1163.3,193.8833333
80813053,2298.58,54.7280952,42,SK2 HR FT MSK 10P CN VC,Skin Care,6436.4,153.247619,267.9,6.3785714
80796239,2280.419,24.5206344,93,iO RB SWF-4 KR FFS Brush Set,Oral Care,11402.7,122.6096774,1900.1,20.4311828
80812121,2278.892,50.6420444,45,SK2 BR GCC BG CRM 30G BR25 JP,Skin Care,27357.7,607.9488889,228.4,5.0755556
82314543,2277.666,27.7764146,82,ORALB MOCHYGEIA IND GUMCARE BCD6PX8KRCP,Oral Care,13655.7,166.5329268,1707.7,20.8256098
80860058,2270.114,68.7913333,33,OB Ess F 50 m Mnt BCd MLngS,Oral Care,40829.3,1237.2515152,1701.3,51.5545455
80759692,2267.139,24.3778387,93,D701.513.6X KR CRX WT BOX PTHBR,Oral Care,4533.9,48.7516129,756.3,8.1322581
81570016,2262.964,55.1942439,41,BRAUN SHAVER 300 BLK/BLK BOX KR,Appliances,2263.0,55.195122,377.3,9.202439
80834003,2249.076,1124.538,2,DOWNY FBEN HP GRN 480GX6 BL BTL C1 KR,Fabric Care,21379.0,10689.5,3563.2,1781.6
80838009,2233.009,41.3520185,54,SK2 AA SP RE-NEW EYE CRM 15G KR,Skin Care,22330.3,413.5240741,620.7,11.4944444
80734703,2215.565,23.8232796,93,D103.413.3 KR 3DX Light Blue HBOX PTHBR,Oral Care,4431.2,47.6473118,738.7,7.9430108
81741566,2209.904,44.19808,50,BRAUN SHAVER M1100 BLK BOX KR,Appliances,2210.2,44.204,184.2,3.684
82303802,2197.074,23.1270947,95,OB HYGEIA IND GUMCARE BCD XS 1X6X16 KR,Oral Care,79031.1,831.9063158,823.2,8.6652632
80843087,2196.297,47.745587,46,FBRZ CAR (2.2MLX3)X8 DWNY CLNCOT PANTHER,Home Care,11713.3,254.6369565,1464.4,31.8347826
